161,91,241,139,1.000000
161,91,241,139,0.983504
160,91,240,139,0.968765
160,91,240,139,0.964634
160,91,240,139,0.959392
160,91,240,139,0.956109
160,91,240,139,0.950870
160,91,240,139,0.950834
160,91,240,139,0.936379
160,91,240,139,0.940106
160,91,240,139,0.953057
160,91,240,139,0.957985
160,91,240,139,0.950366
160,91,240,139,0.938661
160,91,240,139,0.916031
160,91,240,139,0.845295
160,91,240,139,0.826288
160,91,240,139,0.772291
160,91,240,139,0.743802
159,91,239,139,0.851145
159,91,239,139,0.850256
158,91,238,139,0.880452
158,91,238,139,0.871968
158,91,237,139,0.866375
158,91,237,139,0.857809
158,91,237,139,0.848486
158,91,237,139,0.848885
158,91,237,139,0.836239
158,91,237,139,0.837657
158,91,237,139,0.839831
158,91,237,139,0.824054
158,91,237,139,0.809814
158,91,237,139,0.775809
158,91,237,139,0.771787
158,91,237,139,0.754679
158,91,237,139,0.763926
158,91,237,139,0.781725
158,91,237,139,0.795769
158,91,237,139,0.823361
158,91,237,139,0.826564
158,91,237,139,0.806288
158,91,237,139,0.799198
158,91,237,139,0.798904
158,91,237,139,0.813748
158,91,237,139,0.837052
158,91,237,139,0.882902
158,91,237,139,0.890268
158,91,237,139,0.880275
158,91,237,139,0.882319
158,91,237,139,0.889456
158,91,237,139,0.905210
158,91,237,139,0.905492
158,91,237,139,0.911251
158,91,237,139,0.900629
158,91,237,139,0.896526
158,91,237,139,0.895384
158,91,237,139,0.902479
158,91,237,139,0.909328
158,91,237,139,0.908968
158,91,237,139,0.910723
158,91,237,139,0.902359
158,91,237,139,0.901916
158,91,237,139,0.909816
158,91,237,139,0.914396
158,91,237,139,0.920369
158,91,237,139,0.909818
158,91,237,139,0.909064
158,91,237,139,0.918617
158,91,237,139,0.927906
158,91,237,139,0.928387
158,91,237,139,0.933397
158,91,237,139,0.927255
158,91,237,139,0.929742
158,91,237,139,0.923253
158,91,237,139,0.914326
158,91,237,139,0.908425
158,91,237,139,0.910012
158,91,237,139,0.905780
158,91,237,139,0.880377
158,91,237,139,0.869550
158,91,237,139,0.852077
158,91,237,139,0.877026
158,91,237,139,0.883583
158,91,237,139,0.879018
158,91,237,139,0.887044
158,91,237,139,0.911224
158,91,237,139,0.915555
158,91,237,139,0.927820
158,91,237,139,0.935527
158,91,237,139,0.934673
158,91,237,139,0.921991
158,91,237,139,0.926473
158,91,237,139,0.940238
158,91,237,139,0.949703
158,91,237,139,0.949105
158,91,237,139,0.929090
157,91,236,139,0.920651
157,91,236,139,0.912955
157,91,236,139,0.896808
157,91,236,139,0.895034
157,91,236,139,0.879247
157,91,236,139,0.862326
157,91,236,139,0.848992
157,91,236,139,0.797774
157,91,236,139,0.778767
157,91,236,139,0.754881
157,91,236,139,0.756162
157,91,236,139,0.804657
157,91,236,139,0.835358
157,91,236,139,0.878778
157,91,236,139,0.883718
157,91,236,139,0.892866
157,91,236,139,0.900939
157,91,236,139,0.894175
157,91,236,139,0.898413
157,91,236,139,0.902005
157,91,236,139,0.899661
157,91,236,139,0.875971
157,91,236,139,0.849416
157,91,236,139,0.800929
157,91,236,139,0.720789
157,91,236,139,0.691444
157,91,236,139,0.674272
157,91,236,139,0.658216
157,91,236,139,0.662835
157,91,236,139,0.669765
157,91,236,139,0.654926
157,91,236,139,0.669665
157,91,236,139,0.677203
157,91,236,139,0.686683
157,91,236,139,0.710919
157,91,236,139,0.730116
157,91,236,139,0.766288
157,91,236,139,0.781057
157,92,235,139,0.807659
157,92,235,139,0.859063
157,92,235,139,0.867217
157,92,235,139,0.871905
157,92,235,139,0.872159
157,92,235,139,0.866560
157,92,235,139,0.847832
157,92,235,139,0.821575
157,92,235,139,0.775675
157,92,235,139,0.763151
157,92,235,139,0.761497
157,92,235,139,0.785317
157,92,235,139,0.806495
157,92,235,139,0.834615
157,92,235,139,0.844939
157,92,235,139,0.856649
157,92,235,139,0.862192
157,92,235,139,0.856271
157,92,235,139,0.831986
157,92,235,139,0.825182
158,92,236,139,0.760267
158,92,236,139,0.818355
158,92,236,139,0.829587
158,92,236,139,0.834851
158,92,236,139,0.821214
158,92,236,139,0.774966
158,92,236,139,0.763014
158,92,236,139,0.777756
158,92,236,139,0.784703
158,92,236,139,0.806994
158,92,236,139,0.799120
158,92,236,139,0.779788
158,92,236,139,0.734650
158,92,236,139,0.717183
158,92,236,139,0.673158
158,92,236,139,0.659340
158,92,236,139,0.647366
158,92,236,139,0.649072
158,92,236,139,0.641751
158,92,236,139,0.629121
158,92,236,139,0.633564
158,92,236,139,0.644080
158,92,236,139,0.701467
158,92,236,139,0.708450
158,92,236,139,0.673149
158,92,236,139,0.651030
158,92,236,139,0.625599
158,92,236,139,0.622514
158,92,236,139,0.621633
158,92,236,139,0.629800
158,92,236,139,0.638523
158,92,236,139,0.642610
158,92,236,139,0.644676
158,92,236,139,0.649843
158,92,236,139,0.647292
158,92,236,139,0.649046
158,92,236,139,0.659570
158,92,236,139,0.673195
158,92,236,139,0.668180
158,92,236,139,0.686327
158,92,236,139,0.688423
158,92,236,139,0.745037
158,92,235,138,0.756180
158,92,234,138,0.845011
158,92,234,138,0.859201
158,92,234,138,0.860150
158,92,234,138,0.853988
158,92,234,138,0.834163
158,92,234,138,0.820721
158,92,234,138,0.792136
158,92,234,138,0.789152
158,92,234,138,0.786588
158,92,234,138,0.778227
158,92,234,138,0.773115
158,92,234,138,0.739144
158,92,234,138,0.715757
158,92,233,137,0.660373
158,92,233,137,0.626803
156,92,231,137,0.596092
154,92,229,137,0.663222
152,92,227,137,0.710961
150,93,224,138,0.753671
148,93,222,138,0.709859
143,94,215,138,0.718329
141,94,213,138,0.686954
137,96,208,139,0.699850
133,98,203,140,0.753863
130,100,200,142,0.680907
127,102,198,145,0.687985
125,104,196,147,0.715696
124,106,194,148,0.734770
123,107,194,150,0.782384
122,108,195,152,0.698050
121,110,194,154,0.777192
122,111,194,155,0.728966
124,112,195,156,0.761148
125,113,195,156,0.754798
126,114,196,156,0.736987
127,115,197,157,0.708720
128,117,198,159,0.732775
128,119,198,161,0.688876
128,120,198,162,0.703982
128,120,197,162,0.677146
129,119,197,161,0.720452
129,119,196,161,0.769771
129,119,196,161,0.763441
129,119,196,161,0.755203
129,119,196,161,0.750077
128,120,195,162,0.748018
127,120,194,162,0.710459
126,120,193,162,0.702054
125,120,192,162,0.696028
125,120,192,162,0.691344
125,120,192,162,0.691454
126,120,193,162,0.699124
127,120,194,162,0.676510
128,120,195,162,0.680320
129,120,196,162,0.689000
130,120,197,162,0.706125
131,120,198,162,0.713082
131,120,198,162,0.684426
131,120,198,162,0.668106
131,120,197,161,0.779845
131,120,197,161,0.791007
131,120,198,161,0.787065
131,120,198,161,0.776253
131,120,198,161,0.772754
131,120,198,161,0.746385
131,120,198,161,0.732840
131,120,199,161,0.726078
130,120,199,161,0.727609
129,120,198,161,0.709592
129,120,198,161,0.630001
130,120,200,162,0.644484
131,119,202,161,0.650027
131,118,203,161,0.630263
132,118,204,161,0.613305
132,118,204,161,0.657297
131,118,204,161,0.628314
131,118,203,161,0.691062
131,118,201,160,0.688082
130,118,199,159,0.754105
128,118,197,159,0.628926
127,118,196,159,0.628006
126,118,195,159,0.623595
124,118,193,159,0.614520
124,118,193,159,0.612632
123,119,192,160,0.624534
123,120,191,161,0.623965
123,121,191,162,0.680749
123,121,192,162,0.739007
123,121,192,162,0.733970
123,121,194,163,0.753503
124,120,195,163,0.662238
125,120,196,163,0.655426
126,120,197,162,0.646661
127,120,198,162,0.702689
128,120,200,162,0.664920
129,120,200,162,0.650095
130,120,201,162,0.637705
131,119,202,161,0.656789
133,119,204,161,0.638985
133,119,204,161,0.701467
133,119,205,162,0.704075
133,119,205,162,0.689742
133,119,205,162,0.684473
133,119,204,162,0.675483
133,119,204,162,0.656576
133,119,204,162,0.650654
133,119,204,162,0.655927
133,119,204,162,0.666379
133,119,203,162,0.666839
133,119,203,162,0.661268
133,119,203,162,0.649517
133,119,203,162,0.646378
133,119,203,162,0.658032
133,119,203,162,0.665787
133,119,203,162,0.666052
133,119,203,162,0.656217
133,119,203,162,0.648771
133,119,203,162,0.650125
134,119,204,162,0.646899
134,119,204,162,0.667887
134,119,204,162,0.666664
134,119,204,162,0.672529
134,119,204,162,0.680526
134,119,204,162,0.700734
134,119,204,162,0.701130
134,119,204,161,0.696504
134,119,204,161,0.687961
134,119,204,161,0.684495
134,119,205,162,0.674190
134,119,205,162,0.681093
134,119,205,162,0.669913
134,119,206,162,0.669539
135,119,207,162,0.645996
135,119,206,162,0.706909
136,119,206,161,0.691256
135,119,205,161,0.694931
135,119,205,161,0.650484
136,119,206,161,0.661906
136,119,206,161,0.760866
136,119,206,161,0.789185
136,119,206,161,0.810481
135,119,205,161,0.806911
135,119,204,160,0.763917
135,119,204,160,0.704848
135,119,205,161,0.674104
135,119,205,161,0.743414
135,119,205,161,0.729606
135,119,205,161,0.702369
135,119,205,161,0.692729
